sales_id,customer_id,product_id,order_date,quantity,unit_price,sales_amount
1474,399,24,2024-01-17,2,299.7,599.4
1475,405,47,2023-09-28,1,113.91,113.91
1476,163,71,2025-11-03,1,155.52,155.52
1477,66,83,2023-10-25,1,69.17,69.17
1478,347,86,2025-09-30,4,128.09,512.36
1479,130,63,2023-08-22,5,411.54,2057.7
1480,419,57,2024-07-28,3,321.24,963.72
1481,466,55,2023-01-27,2,475.13,950.26
1482,206,60,2023-04-03,2,29.13,58.26
1483,276,99,2024-09-08,5,397.24,1986.2
1484,466,62,2023-11-05,1,351.04,351.04
1485,256,30,2023-02-21,1,134.14,134.14
1486,266,93,2023-11-15,2,365.94,731.88
1487,25,22,2023-06-30,5,359.69,1798.45
1488,450,75,2025-05-24,2,232.38,464.76
1489,281,84,2025-12-02,1,345.88,345.88
1490,253,29,2024-10-08,3,225.07,675.21
1491,310,115,2023-07-16,1,171.1,171.1
1492,289,41,2024-10-06,3,235.91,707.73
1493,164,42,2025-08-28,4,448.09,1792.36
1494,95,98,2023-09-12,5,195.37,976.85
1495,270,65,2025-01-01,4,204.83,819.32
1496,321,31,2023-12-02,1,306.16,306.16
1497,110,30,2025-09-16,5,377.73,1888.65
1498,336,112,2025-06-18,1,368.64,368.64
1499,310,18,2024-05-28,5,14.8,74.0
1500,238,119,2023-08-30,5,345.27,1726.35
1501,381,17,2023-05-29,1,228.02,228.02
1502,436,38,2025-01-26,1,264.42,264.42
1503,387,14,2024-09-11,5,283.02,1415.1
1504,483,87,2024-03-28,5,367.2,1836.0
1505,425,89,2023-07-31,1,416.51,416.51
1506,390,79,2024-10-29,1,324.9,324.9
1507,25,110,2024-08-16,2,284.13,568.26
1508,141,56,2023-05-11,2,190.02,380.04
1509,117,22,2024-09-03,2,73.25,146.5
1510,482,67,2023-09-13,4,479.5,1918.0
1511,392,56,2024-07-14,5,233.61,1168.05
1512,405,119,2023-03-04,3,285.28,855.84
1513,482,19,2024-02-11,4,376.78,1507.12
1514,452,57,2025-03-12,5,38.86,194.3
1515,25,44,2023-01-15,3,428.23,1284.69
1516,79,98,2023-09-16,2,399.53,799.06
1517,68,35,2024-12-23,3,388.34,1165.02
1518,173,114,2024-09-05,1,15.88,15.88
1519,444,1,2025-12-04,1,265.63,265.63
1520,12,52,2025-03-23,5,31.86,159.3
1521,288,85,2023-11-27,4,277.68,1110.72
1522,128,93,2023-06-14,2,360.63,721.26
1523,96,70,2025-12-24,5,65.32,326.6
1524,92,37,2024-01-22,2,348.97,697.94
1525,141,65,2025-11-19,1,227.52,227.52
1526,31,51,2023-11-24,4,406.72,1626.88
1527,334,1,2023-11-16,4,269.13,1076.52
1528,20,91,2024-02-03,1,171.38,171.38
1529,146,21,2023-04-15,3,169.34,508.02
1530,477,53,2024-11-26,4,449.26,1797.04
1531,316,16,2025-10-13,3,229.17,687.51
1532,447,108,2023-11-26,2,205.85,411.7
1533,390,61,2024-10-21,4,24.74,98.96
1534,160,54,2025-12-06,1,185.34,185.34
1535,349,40,2024-08-21,3,425.57,1276.71
1536,43,26,2025-03-31,2,381.69,763.38
1537,254,80,2024-10-02,2,114.35,228.7
1538,130,92,2023-11-10,4,209.46,837.84
1539,60,65,2024-04-06,4,102.31,409.24
1540,151,100,2024-04-30,5,477.34,2386.7
1541,467,74,2024-02-14,5,301.07,1505.35
1542,287,64,2023-01-27,4,378.41,1513.64
1543,499,43,2025-11-18,5,358.34,1791.7
1544,5,17,2023-09-28,1,437.48,437.48
1545,467,59,2024-11-16,1,474.92,474.92
1546,418,23,2024-05-15,5,21.06,105.3
1547,266,7,2024-01-20,4,487.77,1951.08
1548,345,44,2023-03-01,1,435.92,435.92
1549,130,53,2023-08-08,2,194.56,389.12
1550,382,71,2025-02-09,4,419.35,1677.4
1551,267,108,2024-07-17,3,369.6,1108.8
1552,178,79,2024-06-29,3,397.59,1192.77
1553,253,34,2023-04-06,4,114.24,456.96
1554,415,46,2025-09-15,5,326.04,1630.2
1555,56,109,2025-04-07,1,17.83,17.83
1556,463,68,2023-08-19,1,424.87,424.87
1557,457,78,2025-08-25,4,475.77,1903.08
1558,471,78,2023-10-02,2,332.75,665.5
1559,83,16,2023-09-03,5,258.77,1293.85
1560,393,71,2023-04-21,2,364.24,728.48
1561,99,96,2023-08-22,4,166.55,666.2
1562,149,19,2024-02-21,4,315.06,1260.24
1563,329,2,2024-11-08,2,360.89,721.78
1564,156,10,2025-03-13,3,75.63,226.89
1565,190,50,2024-09-10,4,74.33,297.32
1566,494,81,2024-12-07,5,359.49,1797.45
1567,371,101,2025-04-30,2,218.73,437.46
1568,263,12,2024-04-19,3,445.15,1335.45
1569,80,70,2024-10-16,2,159.41,318.82
1570,400,22,2024-01-30,3,26.0,78.0
1571,252,32,2023-04-21,3,326.69,980.07
1572,97,105,2023-03-31,5,343.7,1718.5
1573,260,84,2025-02-01,4,279.03,1116.12
1574,260,1,2023-05-12,3,343.25,1029.75
1575,103,54,2025-11-02,4,264.26,1057.04
1576,40,111,2024-04-01,5,347.85,1739.25
1577,273,117,2023-04-08,4,26.75,107.0
1578,101,58,2023-10-20,1,187.36,187.36
1579,359,70,2025-10-21,3,109.35,328.05
1580,380,83,2024-07-25,5,54.17,270.85
1581,308,18,2023-09-07,2,120.88,241.76
1582,221,6,2024-10-13,5,99.7,498.5
1583,308,45,2023-05-29,3,486.7,1460.1
1584,420,97,2023-02-13,5,146.84,734.2
1585,124,23,2025-12-03,2,119.32,238.64
1586,422,23,2023-06-11,1,418.26,418.26
1587,231,26,2023-09-10,3,212.46,637.38
1588,178,77,2023-05-12,3,213.63,640.89
1589,63,7,2024-04-18,5,224.58,1122.9
1590,485,79,2024-12-06,4,211.18,844.72
1591,116,44,2025-11-24,4,166.65,666.6
1592,191,27,2023-10-02,2,146.74,293.48
1593,62,26,2023-07-06,1,441.57,441.57
1594,256,97,2025-08-06,1,85.05,85.05
1595,483,79,2023-08-31,5,94.63,473.15
1596,7,36,2023-09-21,5,288.0,1440.0
1597,155,109,2024-06-05,4,175.11,700.44
1598,92,55,2025-08-20,1,213.66,213.66
1599,470,64,2025-02-21,1,404.24,404.24
1600,14,91,2024-06-18,1,452.3,452.3
1601,455,57,2023-07-29,2,396.32,792.64
1602,229,69,2023-02-15,2,121.29,242.58
1603,86,61,2023-01-26,5,490.09,2450.45
1604,133,2,2023-06-24,4,184.77,739.08
1605,183,55,2023-11-18,3,88.69,266.07
1606,386,97,2023-02-24,4,252.25,1009.0
1607,62,80,2024-10-29,2,364.02,728.04
1608,219,87,2023-05-27,2,46.22,92.44
1609,405,38,2024-08-21,5,318.97,1594.85
1610,246,119,2023-01-20,3,429.75,1289.25
1611,230,80,2023-11-29,1,134.58,134.58
1612,79,78,2025-06-25,3,348.1,1044.3
1613,149,29,2025-08-01,3,202.95,608.85
1614,138,26,2025-06-29,3,210.0,630.0
1615,471,35,2024-02-05,5,144.0,720.0
1616,314,79,2025-08-07,2,314.07,628.14
1617,376,67,2023-01-28,1,183.69,183.69
1618,423,87,2024-04-11,3,416.3,1248.9
1619,389,29,2025-09-08,1,481.64,481.64
1620,65,34,2023-04-11,3,467.87,1403.61
1621,13,97,2024-07-04,2,85.75,171.5
1622,213,41,2025-03-12,1,12.02,12.02
1623,474,41,2023-12-19,4,222.04,888.16
1624,242,23,2023-10-23,2,365.8,731.6
1625,493,71,2023-12-19,1,488.84,488.84
1626,213,3,2025-06-26,3,392.79,1178.37
1627,181,58,2025-10-15,3,292.37,877.11
1628,338,32,2024-03-30,2,18.04,36.08
1629,485,31,2024-12-12,2,413.64,827.28
1630,173,82,2025-09-06,3,92.69,278.07
1631,160,43,2025-01-08,1,32.53,32.53
1632,164,7,2025-09-03,4,425.93,1703.72
1633,465,105,2023-08-21,5,285.29,1426.45
1634,483,1,2025-10-20,2,68.63,137.26
1635,497,61,2023-04-12,3,196.34,589.02
1636,188,14,2025-08-10,1,47.34,47.34
1637,395,52,2024-04-25,2,320.82,641.64
1638,191,96,2023-04-18,1,144.8,144.8
1639,405,6,2025-08-30,2,433.72,867.44
1640,308,103,2024-12-04,3,182.11,546.33
1641,256,10,2023-12-01,1,249.84,249.84
1642,183,71,2023-03-27,3,36.44,109.32
1643,117,90,2025-01-03,1,141.42,141.42
1644,282,98,2025-05-24,2,340.0,680.0
1645,196,30,2023-12-30,5,369.45,1847.25
1646,34,100,2023-03-01,5,125.2,626.0
1647,52,21,2024-07-13,4,254.39,1017.56
1648,112,60,2023-04-27,4,409.68,1638.72
1649,252,81,2025-05-23,3,193.06,579.18
1650,82,97,2025-07-03,1,71.22,71.22
1651,232,74,2025-08-25,4,218.78,875.12
1652,227,115,2025-09-25,2,302.31,604.62
1653,233,63,2023-02-13,5,8.66,43.3
1654,221,111,2024-05-23,1,177.54,177.54
1655,436,42,2025-04-28,5,305.68,1528.4
1656,413,51,2025-07-05,1,476.2,476.2
1657,422,64,2025-06-16,4,207.23,828.92
1658,42,76,2025-03-09,4,85.67,342.68
1659,21,56,2025-05-25,3,269.44,808.32
1660,42,80,2023-10-13,1,146.45,146.45
1661,397,41,2024-11-14,2,111.32,222.64
1662,113,32,2025-03-29,4,297.25,1189.0
1663,105,15,2023-05-01,3,458.36,1375.08
1664,192,62,2025-08-02,4,418.44,1673.76
1665,17,27,2025-10-14,5,95.23,476.15
1666,120,28,2025-06-25,4,384.11,1536.44
1667,393,81,2023-01-13,1,118.78,118.78
1668,425,64,2024-08-25,3,148.9,446.7
1669,129,110,2023-07-19,1,460.43,460.43
1670,130,59,2024-08-08,2,455.97,911.94
1671,60,114,2024-03-23,2,88.47,176.94
1672,48,58,2025-04-20,4,36.77,147.08
1673,29,2,2025-12-30,3,150.09,450.27
1674,97,36,2024-08-12,3,292.98,878.94
1675,10,114,2025-06-07,3,439.06,1317.18
1676,242,71,2023-02-12,3,63.82,191.46
1677,314,13,2024-06-03,4,210.4,841.6
1678,444,15,2025-11-02,1,139.52,139.52
1679,232,89,2024-12-25,4,12.39,49.56
1680,277,87,2024-09-14,1,395.28,395.28
1681,284,60,2025-09-14,5,407.58,2037.9
1682,203,22,2025-03-13,5,114.51,572.55
1683,247,63,2024-06-18,1,79.86,79.86
1684,290,90,2023-10-29,4,76.56,306.24
1685,264,97,2024-06-10,2,234.65,469.3
1686,443,75,2024-04-04,4,127.02,508.08
1687,214,74,2025-04-11,2,258.12,516.24
1688,200,25,2024-05-19,4,195.5,782.0
1689,433,101,2025-07-20,3,109.39,328.17
1690,79,48,2023-11-21,3,376.84,1130.52
1691,401,43,2024-08-01,5,79.43,397.15
1692,444,117,2025-01-30,5,400.46,2002.3
1693,343,38,2025-04-30,1,282.92,282.92
1694,344,41,2025-08-17,2,416.86,833.72
1695,173,45,2024-05-16,3,7.36,22.08
1696,467,88,2023-11-30,4,375.85,1503.4
1697,69,40,2023-10-11,1,30.5,30.5
1698,416,110,2024-04-19,4,475.3,1901.2
1699,428,120,2025-12-13,3,352.86,1058.58
1700,449,97,2024-09-23,3,163.49,490.47
1701,87,17,2024-12-03,3,163.33,489.99
1702,101,88,2024-02-13,3,431.44,1294.32
1703,8,101,2025-09-08,4,451.91,1807.64
1704,333,57,2024-07-12,1,446.33,446.33
1705,200,2,2023-08-10,3,405.33,1215.99
1706,87,96,2023-06-07,5,410.42,2052.1
1707,43,62,2023-12-14,1,288.52,288.52
1708,385,88,2025-06-07,5,18.97,94.85
1709,109,9,2025-07-10,4,47.95,191.8
1710,435,68,2024-10-23,3,326.53,979.59
1711,408,81,2024-02-09,1,203.58,203.58
1712,483,17,2024-11-07,3,285.82,857.46
1713,152,117,2024-08-11,3,119.38,358.14
1714,17,50,2024-07-11,1,326.46,326.46
1715,133,112,2025-06-23,3,125.2,375.6
1716,148,94,2025-12-06,3,233.1,699.3
1717,277,40,2024-04-23,2,241.97,483.94
1718,232,58,2024-05-01,2,92.95,185.9
1719,314,75,2024-07-19,1,438.72,438.72
1720,415,85,2024-06-07,1,265.28,265.28
1721,366,21,2024-12-04,3,434.06,1302.18
1722,228,18,2025-10-26,5,134.96,674.8
1723,139,55,2025-03-31,1,90.31,90.31
1724,436,29,2025-05-07,3,13.92,41.76
1725,399,24,2024-08-07,5,51.46,257.3
1726,211,74,2024-11-16,2,78.0,156.0
1727,391,109,2023-08-20,1,44.03,44.03
1728,499,17,2023-09-27,3,448.96,1346.88
1729,28,18,2025-07-28,2,456.16,912.32
1730,51,42,2025-05-23,4,468.99,1875.96
1731,491,112,2023-02-21,2,480.13,960.26
1732,442,84,2023-04-26,3,248.46,745.38
1733,261,101,2024-06-21,5,267.36,1336.8
1734,261,45,2024-06-24,4,69.76,279.04
1735,350,82,2025-11-08,4,72.84,291.36
1736,352,17,2025-03-25,4,387.51,1550.04
1737,8,73,2025-03-01,1,428.59,428.59
1738,320,14,2024-09-09,3,393.43,1180.29
1739,138,49,2024-02-23,4,418.12,1672.48
1740,38,29,2023-11-05,2,141.9,283.8
1741,111,95,2025-05-13,5,235.7,1178.5
1742,480,4,2023-07-05,3,232.3,696.9
1743,368,82,2023-09-18,2,497.67,995.34
1744,220,20,2023-06-09,1,474.84,474.84
1745,337,120,2025-05-19,4,301.25,1205.0
1746,223,120,2025-01-31,2,73.3,146.6
1747,136,47,2023-08-12,3,133.01,399.03
1748,256,107,2023-06-29,2,185.06,370.12
1749,360,108,2023-01-20,1,437.24,437.24
1750,409,9,2024-09-23,5,89.46,447.3
1751,329,77,2023-02-27,4,113.77,455.08
1752,450,79,2024-12-23,3,177.95,533.85
1753,463,27,2024-09-06,4,463.82,1855.28
1754,434,15,2024-07-15,4,254.39,1017.56
1755,451,92,2024-01-09,4,325.18,1300.72
1756,49,101,2024-09-13,2,196.68,393.36
1757,292,119,2023-03-29,2,98.32,196.64
1758,382,19,2025-11-09,5,115.29,576.45
1759,324,90,2025-10-10,1,402.32,402.32
1760,78,52,2023-01-14,3,447.27,1341.81
1761,105,26,2023-05-13,2,249.07,498.14
1762,169,89,2025-11-23,4,181.71,726.84
1763,217,26,2025-06-10,1,404.88,404.88
1764,378,26,2024-08-14,3,338.18,1014.54
1765,119,46,2024-08-05,3,25.23,75.69
1766,190,92,2023-10-16,3,178.62,535.86
1767,255,49,2025-10-09,3,342.68,1028.04
1768,370,82,2025-05-28,5,288.97,1444.85
1769,266,96,2023-01-07,3,489.14,1467.42
1770,149,53,2023-08-28,1,433.73,433.73
1771,164,3,2024-06-19,2,34.57,69.14
1772,140,66,2023-03-11,1,364.26,364.26
1773,347,97,2023-08-04,4,171.48,685.92
1774,488,42,2025-12-13,5,342.63,1713.15
1775,258,19,2025-03-16,5,310.53,1552.65
1776,374,17,2023-11-26,4,254.01,1016.04
1777,269,108,2025-04-27,1,427.21,427.21
1778,181,33,2023-02-14,1,355.8,355.8
1779,160,76,2025-04-08,4,445.33,1781.32
1780,351,49,2023-07-17,3,144.39,433.17
1781,400,56,2025-06-14,3,177.32,531.96
1782,288,63,2023-11-28,2,312.87,625.74
1783,288,3,2024-11-26,1,483.4,483.4
1784,380,107,2023-01-27,1,188.93,188.93
1785,226,49,2023-11-14,4,20.99,83.96
1786,11,55,2023-12-31,4,225.71,902.84
1787,10,26,2025-08-17,3,274.25,822.75
1788,271,99,2024-01-08,1,401.49,401.49
1789,273,72,2023-09-02,1,365.66,365.66
1790,424,52,2024-04-22,5,482.51,2412.55
1791,402,100,2023-05-05,2,392.43,784.86
1792,183,117,2024-06-20,2,152.82,305.64
1793,457,118,2024-12-06,3,322.48,967.44
1794,153,7,2024-06-14,1,337.76,337.76
1795,488,46,2025-02-24,5,499.02,2495.1
1796,315,46,2023-09-11,1,73.68,73.68
1797,334,100,2023-05-01,4,99.71,398.84
1798,124,16,2025-11-21,3,81.98,245.94
1799,473,24,2024-10-22,2,296.58,593.16
1800,114,61,2025-11-26,1,71.97,71.97
1801,278,54,2025-11-02,3,329.72,989.16
1802,500,62,2023-03-29,2,402.87,805.74
1803,414,1,2023-02-15,1,219.23,219.23
1804,468,49,2025-07-21,5,282.54,1412.7
1805,213,25,2025-01-14,3,456.8,1370.4
1806,172,10,2025-08-24,1,286.94,286.94
1807,288,118,2025-02-01,2,108.26,216.52
1808,435,80,2025-01-31,2,174.88,349.76
1809,174,16,2025-03-04,5,267.27,1336.35
1810,113,58,2025-01-13,3,81.67,245.01
1811,376,72,2025-12-05,3,308.2,924.6
1812,405,29,2024-07-11,1,499.63,499.63
1813,483,103,2024-06-09,2,328.0,656.0
1814,122,92,2024-08-19,2,189.34,378.68
1815,32,6,2025-04-19,5,169.21,846.05
1816,222,16,2023-01-03,5,466.14,2330.7
1817,119,20,2025-11-17,3,436.4,1309.2
1818,39,80,2023-06-06,2,238.82,477.64
1819,497,71,2025-05-04,1,179.94,179.94
1820,268,105,2024-05-25,4,356.68,1426.72
1821,233,78,2024-11-17,1,160.68,160.68
1822,431,43,2024-07-24,5,64.1,320.5
1823,18,26,2024-12-15,1,158.53,158.53
1824,149,90,2023-08-27,2,219.98,439.96
1825,397,78,2023-10-30,3,131.43,394.29
1826,149,71,2024-08-29,4,112.32,449.28
1827,126,33,2025-09-17,3,8.04,24.12
1828,392,26,2023-11-30,4,317.27,1269.08
1829,302,45,2023-04-23,4,309.15,1236.6
1830,360,84,2023-12-28,2,98.07,196.14
1831,238,63,2025-03-11,2,472.11,944.22
1832,135,67,2023-04-07,5,207.74,1038.7
1833,151,52,2023-01-16,5,17.61,88.05
1834,236,68,2024-07-09,4,113.79,455.16
1835,224,26,2024-01-11,5,347.57,1737.85
1836,203,75,2025-01-11,2,104.8,209.6
1837,256,2,2024-01-25,5,31.69,158.45
1838,86,14,2024-09-11,4,310.76,1243.04
1839,150,108,2025-04-03,3,261.59,784.77
1840,235,30,2023-11-16,1,381.83,381.83
1841,345,49,2023-07-15,5,387.45,1937.25
1842,22,12,2024-02-22,2,480.17,960.34
1843,348,90,2024-08-29,3,33.22,99.66
1844,285,44,2024-07-21,2,24.3,48.6
1845,269,33,2024-06-27,5,493.66,2468.3
1846,466,13,2023-08-19,4,324.2,1296.8
1847,258,78,2025-06-02,1,359.11,359.11
1848,29,88,2024-06-04,1,52.76,52.76
1849,213,98,2024-12-03,3,39.56,118.68
1850,463,108,2025-04-25,1,84.33,84.33
1851,436,26,2024-11-03,4,216.46,865.84
1852,283,21,2023-01-21,2,59.54,119.08
1853,50,28,2024-08-10,4,225.94,903.76
1854,95,48,2025-06-16,3,282.96,848.88
1855,463,100,2024-01-06,3,5.16,15.48
1856,499,40,2023-03-19,1,61.55,61.55
1857,407,66,2024-10-09,4,190.72,762.88
1858,88,106,2023-05-20,2,31.4,62.8
1859,44,73,2024-07-06,4,71.1,284.4
1860,461,87,2025-09-24,2,119.74,239.48
1861,278,79,2023-10-09,2,217.65,435.3
1862,171,77,2024-03-15,4,358.84,1435.36
1863,421,23,2023-09-27,5,70.68,353.4
1864,189,81,2025-01-15,4,370.29,1481.16
1865,353,48,2023-04-14,2,428.26,856.52
1866,184,2,2025-02-04,3,327.48,982.44
1867,3,84,2023-04-05,3,26.64,79.92
1868,191,20,2024-12-29,1,223.12,223.12
1869,118,59,2024-04-24,3,331.73,995.19
1870,19,46,2025-02-18,5,489.36,2446.8
1871,23,3,2023-01-13,2,476.15,952.3
1872,413,55,2024-08-23,4,200.87,803.48
1873,30,12,2023-04-05,4,309.89,1239.56
1874,295,40,2023-10-20,5,445.95,2229.75
1875,108,66,2023-01-25,3,416.37,1249.11
1876,367,100,2025-07-27,2,242.31,484.62
1877,281,78,2025-01-31,3,134.31,402.93
1878,128,16,2024-10-15,1,72.86,72.86
1879,229,83,2025-09-11,3,246.55,739.65
1880,111,34,2024-09-29,1,362.81,362.81
1881,136,44,2024-05-05,4,485.04,1940.16
1882,362,110,2024-07-28,2,431.6,863.2
1883,186,6,2023-10-21,1,106.1,106.1
1884,144,77,2025-06-14,3,361.29,1083.87
1885,72,64,2023-02-09,3,148.11,444.33
1886,129,100,2025-02-14,4,343.32,1373.28
1887,364,22,2024-06-03,5,334.57,1672.85
1888,261,18,2024-06-29,5,139.85,699.25
1889,3,12,2023-08-24,3,121.02,363.06
1890,449,52,2024-04-07,5,56.45,282.25
1891,388,118,2024-04-27,2,30.02,60.04
1892,104,94,2024-03-05,5,429.93,2149.65
1893,483,117,2025-11-11,2,29.68,59.36
1894,224,51,2023-12-09,3,48.93,146.79
1895,320,104,2025-11-29,3,123.23,369.69
1896,362,71,2023-05-13,3,444.39,1333.17
1897,354,96,2023-12-17,4,169.81,679.24
1898,491,48,2024-05-20,5,99.94,499.7
1899,473,19,2023-03-25,1,359.2,359.2
1900,10,6,2025-09-19,1,162.94,162.94
1901,405,84,2025-04-09,3,170.02,510.06
1902,384,27,2025-05-10,5,370.79,1853.95
1903,302,53,2023-12-09,2,129.57,259.14
1904,231,107,2025-05-15,1,448.9,448.9
1905,219,101,2023-10-20,3,282.9,848.7
1906,411,48,2024-08-20,1,271.23,271.23
1907,66,7,2024-10-06,1,136.05,136.05
1908,425,59,2024-03-23,1,418.37,418.37
1909,112,69,2024-11-20,3,288.51,865.53
1910,13,11,2025-09-28,3,81.98,245.94
1911,393,15,2025-05-04,4,107.12,428.48
1912,500,64,2024-05-16,4,236.79,947.16
1913,420,3,2025-02-02,4,390.92,1563.68
1914,86,69,2025-01-04,1,469.95,469.95
1915,234,23,2023-09-07,5,333.43,1667.15
1916,90,53,2024-08-23,3,255.54,766.62
1917,314,37,2023-05-05,4,129.11,516.44
1918,54,9,2023-04-23,5,338.07,1690.35
1919,12,15,2025-09-07,4,491.21,1964.84
1920,209,3,2023-05-30,4,240.73,962.92
1921,462,93,2025-05-24,5,85.26,426.3
1922,14,70,2023-12-09,4,56.15,224.6
1923,121,17,2024-08-02,1,138.28,138.28
1924,418,26,2025-02-21,1,286.87,286.87
1925,437,21,2023-11-17,1,473.67,473.67
1926,377,72,2025-04-01,2,153.09,306.18
1927,20,21,2024-06-15,4,156.17,624.68
1928,75,11,2024-05-06,2,243.18,486.36
1929,400,38,2024-09-03,3,459.68,1379.04
1930,243,72,2023-09-09,5,212.43,1062.15
1931,223,106,2023-06-22,3,115.5,346.5
1932,70,88,2025-05-24,2,85.75,171.5
1933,312,35,2023-07-20,1,231.22,231.22
1934,211,119,2023-08-05,4,401.34,1605.36
1935,101,14,2024-01-11,4,149.22,596.88
1936,186,119,2023-01-11,1,258.7,258.7
1937,132,14,2025-11-01,4,303.49,1213.96
1938,111,10,2025-06-10,5,227.98,1139.9
1939,381,12,2024-03-10,5,99.89,499.45
1940,132,38,2025-03-28,5,461.26,2306.3
1941,20,108,2025-07-19,3,284.9,854.7
1942,394,119,2024-11-21,1,365.92,365.92
1943,24,110,2025-05-04,5,319.84,1599.2
1944,227,34,2025-02-22,2,499.03,998.06
1945,154,41,2023-11-15,5,230.87,1154.35
1946,293,10,2025-04-23,3,215.36,646.08
1947,230,17,2024-09-12,2,183.27,366.54
1948,469,17,2025-02-23,1,184.01,184.01
1949,310,67,2024-02-01,1,141.51,141.51
1950,488,62,2025-12-17,5,490.41,2452.05
1951,359,95,2024-04-04,2,436.04,872.08
1952,405,115,2023-03-02,2,161.75,323.5
1953,202,1,2024-01-04,5,156.09,780.45
1954,38,12,2024-12-19,5,56.25,281.25
1955,430,103,2024-06-29,4,439.13,1756.52
1956,260,4,2025-11-06,4,189.02,756.08
1957,188,42,2024-05-10,5,288.44,1442.2
1958,57,13,2024-05-11,3,450.69,1352.07
1959,429,98,2024-05-19,4,207.01,828.04
1960,20,106,2025-08-26,5,404.4,2022.0
1961,273,85,2025-12-28,2,217.99,435.98
1962,119,86,2023-06-10,4,351.97,1407.88
1963,71,4,2024-12-18,3,218.44,655.32
1964,4,82,2025-09-19,1,199.42,199.42
1965,221,69,2023-09-26,2,495.4,990.8
1966,14,19,2024-11-29,3,308.11,924.33
1967,3,2,2025-05-14,3,186.86,560.58
1968,216,12,2023-12-16,3,132.62,397.86
1969,229,81,2023-04-20,2,24.68,49.36
1970,336,74,2024-02-11,3,354.75,1064.25
1971,186,98,2024-10-11,1,189.22,189.22
1972,55,6,2023-02-20,4,411.52,1646.08
1973,500,8,2025-12-27,2,185.11,370.22
1974,388,51,2024-08-18,3,189.8,569.4
1975,376,11,2025-09-05,5,390.69,1953.45
1976,254,63,2025-12-01,4,247.29,989.16
1977,24,57,2024-12-31,2,443.02,886.04
1978,162,12,2023-02-26,5,297.12,1485.6
1979,158,73,2025-01-07,5,124.12,620.6
1980,82,2,2023-07-15,3,286.29,858.87
1981,403,8,2025-12-21,2,6.98,13.96
1982,159,11,2023-04-22,3,159.64,478.92
1983,188,53,2025-02-03,1,107.94,107.94
1984,60,100,2024-12-11,5,328.82,1644.1
1985,403,10,2025-08-05,1,72.34,72.34
1986,305,85,2023-01-26,3,148.6,445.8
1987,319,84,2024-02-14,4,169.0,676.0
1988,366,112,2025-01-27,5,6.63,33.15
1989,211,8,2024-06-14,4,28.15,112.6
1990,406,36,2025-01-18,2,159.01,318.02
1991,152,93,2023-09-03,5,115.07,575.35
1992,109,106,2024-10-23,1,62.87,62.87
1993,76,76,2025-06-27,4,81.31,325.24
1994,30,14,2024-01-31,2,418.59,837.18
1995,314,112,2024-06-05,5,343.24,1716.2
1996,486,54,2025-07-14,2,244.64,489.28
1997,117,114,2023-09-21,1,454.89,454.89
1998,415,85,2025-02-28,5,19.63,98.15
1999,356,86,2023-06-21,2,175.74,351.48
2000,192,21,2023-09-22,3,412.57,1237.71
2001,19,108,2025-11-15,5,316.0,1580.0
2002,432,50,2024-04-20,5,490.94,2454.7
2003,173,94,2023-12-22,5,472.53,2362.65
2004,228,39,2025-11-15,5,89.12,445.6
2005,350,20,2023-02-03,3,486.13,1458.39
2006,183,88,2023-09-21,1,473.04,473.04
2007,113,87,2025-03-26,3,189.94,569.82
2008,183,7,2025-05-24,3,491.53,1474.59
2009,481,9,2025-01-23,2,22.74,45.48
2010,146,1,2024-07-19,4,332.07,1328.28
2011,319,26,2024-04-06,4,136.74,546.96
2012,116,38,2024-10-16,2,69.08,138.16
2013,113,38,2023-03-22,3,290.88,872.64
2014,251,118,2025-01-26,2,156.64,313.28
2015,476,61,2025-05-19,5,335.08,1675.4
2016,251,44,2025-12-05,2,272.29,544.58
2017,303,86,2024-08-21,2,199.33,398.66
2018,459,44,2025-03-17,5,95.0,475.0
2019,313,74,2025-12-12,4,302.62,1210.48
2020,118,119,2025-09-10,5,415.47,2077.35
2021,301,62,2024-12-04,1,302.0,302.0
2022,161,6,2024-04-20,2,307.21,614.42
2023,401,17,2024-08-14,2,258.36,516.72
2024,198,51,2023-01-16,4,197.18,788.72
2025,260,114,2024-05-01,3,231.44,694.32
2026,148,38,2024-12-06,5,494.82,2474.1
2027,240,24,2024-09-11,3,376.09,1128.27
2028,47,51,2025-10-15,1,218.13,218.13
2029,475,10,2025-02-15,5,231.36,1156.8
2030,399,120,2024-03-22,1,252.32,252.32
2031,198,72,2023-10-17,1,331.36,331.36
2032,47,21,2023-07-28,1,235.65,235.65
2033,78,120,2024-02-17,5,344.66,1723.3
2034,124,70,2024-11-07,5,167.95,839.75
2035,75,85,2024-10-25,4,208.27,833.08
2036,359,57,2023-10-17,2,432.71,865.42
2037,137,39,2023-05-31,3,167.81,503.43
2038,90,88,2025-05-04,3,482.4,1447.2
2039,400,33,2024-08-30,1,90.39,90.39
2040,325,59,2024-01-05,5,124.63,623.15
2041,500,18,2024-12-05,5,234.52,1172.6
2042,61,56,2025-04-05,1,399.72,399.72
2043,138,92,2025-10-01,2,367.13,734.26
2044,50,57,2024-01-12,3,91.36,274.08
2045,259,116,2025-08-30,4,122.16,488.64
2046,461,96,2023-04-28,2,289.76,579.52
2047,107,76,2025-10-25,5,151.11,755.55
2048,113,48,2024-03-19,1,214.05,214.05
